train_losses,test_losses,test_accuracies,test_top5_accuracies
4.218783904370424,3.99355250189576,0.09647524752475248,0.2818217821782178
3.763992880848614,3.679384397856797,0.15001980198019801,0.38023762376237624
3.4678851615738226,3.2498606265345704,0.22265346534653466,0.4936237623762376
3.229361208910878,2.934116129331951,0.2902970297029703,0.5702178217821782
3.0121570706770227,2.8136647336090665,0.31283168316831683,0.5992475247524752
2.847928034292685,2.496607047621208,0.3759207920792079,0.6632475247524753
2.7008456843527586,2.4298025691056555,0.39013861386138615,0.677940594059406
2.579944570624345,2.3307073328313948,0.40819801980198017,0.7037227722772277
2.4727397486567497,2.1540590009357357,0.4512079207920792,0.7358415841584158
2.37660628637752,2.1278679006461854,0.45655445544554457,0.7401584158415841
2.3011188156701423,1.990943601840659,0.4912079207920792,0.7670495049504951
2.2219958259044468,1.9626804117914995,0.49394059405940594,0.7716831683168317
2.1657835499861755,1.9180795768393746,0.49984158415841584,0.7832475247524753
2.105692242951812,1.8632077046587496,0.5181782178217822,0.7897425742574258
2.049250094874485,1.7457184233997443,0.5435247524752476,0.811920792079208
1.991523795333263,1.8011020971249931,0.5321980198019802,0.7991287128712872
1.9586343698807664,1.7939375501644763,0.5366732673267327,0.8024950495049505
1.9140859442586835,1.644191401857364,0.5727920792079207,0.8296237623762376
1.8799254901304439,1.6306759732056268,0.572079207920792,0.828
1.838239813072456,1.6214459873075726,0.572,0.8308514851485148
1.806448190699558,1.629975052423115,0.574019801980198,0.8319603960396039
1.7672630519278951,1.5882810149388977,0.5834455445544554,0.8339801980198019
1.739470406863335,1.565607566697688,0.5872079207920792,0.8409504950495049
1.709573406927489,1.5082879551603825,0.6032871287128713,0.8486336633663366
1.6786243363812163,1.5015177979122234,0.6063366336633663,0.8508910891089109
1.653930236258217,1.5200783145578602,0.6011881188118812,0.8491881188118812
1.6362199501411334,1.4952888007405438,0.6078811881188119,0.8504554455445544
1.6164238591854636,1.4740004086041751,0.612990099009901,0.8542970297029703
1.581265170630571,1.463413261839106,0.6184158415841584,0.8532673267326732
1.5576279807231717,1.504059777644616,0.6064158415841584,0.8506534653465346
1.540524950049616,1.4048580852867683,0.6295049504950495,0.8647128712871287
1.5210383721702807,1.4434967902642262,0.622970297029703,0.8600792079207921
1.4859176036473867,1.3786328829541992,0.6358415841584159,0.8696237623762376
1.4786210525780916,1.3859422947787032,0.6363564356435644,0.8675643564356436
1.46372871513705,1.3818448460554775,0.6387722772277228,0.8689108910891089
1.433575068776672,1.3637102308907085,0.6437623762376238,0.8699405940594059
1.425330202875508,1.4463591760472407,0.6256237623762376,0.8588910891089109
1.4065042669708665,1.3865916479614717,0.6381386138613862,0.8671683168316832
1.3807568255610563,1.4199079353220856,0.6306138613861386,0.8676831683168317
1.3662913730116308,1.400635062837148,0.6362376237623762,0.866970297029703
1.359056482091546,1.350610621481002,0.6456237623762376,0.870019801980198
1.3415998011022001,1.4021905060433135,0.6380594059405941,0.8647128712871287
1.3215501705637656,1.3996227759349196,0.6402376237623763,0.8655049504950495
1.3105750419702884,1.4087510997736001,0.641940594059406,0.8657821782178218
1.2899158426333923,1.4301710848944096,0.6350891089108911,0.8633267326732673
1.2945902095352475,1.3636052256709412,0.6523960396039604,0.8725940594059406
1.260364067413517,1.4056331896329228,0.6402772277227723,0.8682376237623762
1.251549788574512,1.3603123166138613,0.6508514851485149,0.8747326732673267
1.2396610232221115,1.37116995491559,0.6497425742574258,0.8756039603960396
1.2242742746162254,1.449048461038855,0.6361584158415842,0.8618613861386138
